affinity_group,category,description,eula,icon_uri,image_family,is_premium,label,language,location,logical_size_in_gb,media_link,name,os,os_state,pricing_detail_link,privacy_uri,published_date,publisher_name,recommended_vm_size,show_in_gui,small_icon_uri
,Public,"The Alpha channel closely tracks current development work and is released frequently. The newest versions of docker, etcd and fleet will be available for testing.",,coreos-globe-color-lg-100px.png,CoreOS Alpha,False,CoreOS Alpha,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-604.0.0,Linux,,,,2015-02-26T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,"The Alpha channel closely tracks current development work and is released frequently. The newest versions of docker, etcd and fleet will be available for testing.",,coreos-globe-color-lg-100px.png,CoreOS Alpha,False,CoreOS Alpha,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-607.0.0,Linux,,,,2015-02-28T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,"The Alpha channel closely tracks current development work and is released frequently. The newest versions of docker, etcd and fleet will be available for testing.",,coreos-globe-color-lg-100px.png,CoreOS Alpha,False,CoreOS Alpha,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-612.0.0,Linux,,,,2015-03-05T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,"The Alpha channel closely tracks current development work and is released frequently. The newest versions of docker, etcd and fleet will be available for testing.",,coreos-globe-color-lg-100px.png,CoreOS Alpha,False,CoreOS Alpha,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-612.1.0,Linux,,,,2015-03-06T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,"The Alpha channel closely tracks current development work and is released frequently. The newest versions of docker, etcd and fleet will be available for testing.",,coreos-globe-color-lg-100px.png,CoreOS Alpha,False,CoreOS Alpha,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-618.0.0,Linux,,,,2015-03-12T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-494.0.0,Linux,,,,2014-11-17T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-494.1.0,Linux,,,,2014-11-23T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-494.4.0,Linux,,,,2014-12-04T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-494.5.0,Linux,,,,2014-12-11T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-522.2.0,Linux,,,,2014-12-18T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-522.3.0,Linux,,,,2014-12-24T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-522.4.0,Linux,,,,2015-01-08T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-522.5.0,Linux,,,,2015-01-12T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-557.0.0,Linux,,,,2015-01-14T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-557.1.0,Linux,,,,2015-01-27T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-557.2.0,Linux,,,,2015-02-04T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-584.0.0,Linux,,,,2015-02-18T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Beta channel consists of promoted Alpha releases. Mix a few Beta machines into your production clusters to catch any bugs specific to your hardware or configuration.,,coreos-globe-color-lg-100px.png,CoreOS Beta,False,CoreOS Beta,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-607.0.0,Linux,,,,2015-03-04T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Stable channel should be used by production clusters. Versions of CoreOS are battle-tested within the Beta and Alpha channels before being promoted.,,coreos-globe-color-lg-100px.png,CoreOS Stable,False,CoreOS Stable,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.3.0,Linux,,,,2014-12-03T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Stable channel should be used by production clusters. Versions of CoreOS are battle-tested within the Beta and Alpha channels before being promoted.,,coreos-globe-color-lg-100px.png,CoreOS Stable,False,CoreOS Stable,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.4.0,Linux,,,,2014-12-04T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Stable channel should be used by production clusters. Versions of CoreOS are battle-tested within the Beta and Alpha channels before being promoted.,,coreos-globe-color-lg-100px.png,CoreOS Stable,False,CoreOS Stable,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.5.0,Linux,,,,2014-11-23T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Stable channel should be used by production clusters. Versions of CoreOS are battle-tested within the Beta and Alpha channels before being promoted.,,coreos-globe-color-lg-100px.png,CoreOS Stable,False,CoreOS Stable,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-522.5.0,Linux,,,,2015-01-14T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Stable channel should be used by production clusters. Versions of CoreOS are battle-tested within the Beta and Alpha channels before being promoted.,,coreos-globe-color-lg-100px.png,CoreOS Stable,False,CoreOS Stable,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-522.6.0,Linux,,,,2015-01-28T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,The Stable channel should be used by production clusters. Versions of CoreOS are battle-tested within the Beta and Alpha channels before being promoted.,,coreos-globe-color-lg-100px.png,CoreOS Stable,False,CoreOS Stable,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,31,,2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-557.2.0,Linux,,,,2015-02-10T00:00:00Z,CoreOS,,True,coreos-globe-color-lg-45px.png
,Public,This image contains the Enterprise edition of BizTalk Server 2013. Some BizTalk Server components like accelerators require additional setup before use. Medium is the recommended size for this image.,http://go.microsoft.com/fwlink/?LinkID=296354;http://go.microsoft.com/fwlink/?LinkID=131004,BizTalkServer2013_100.png,,True,BizTalk Server 2013 Enterprise on Windows Server 2012,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;West US,127,,2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-Enterprise,Windows,,http://go.microsoft.com/fwlink/?LinkID=280328,http://go.microsoft.com/fwlink/?LinkID=131004,,Microsoft BizTalk Server Group,,True,BizTalkServer2013_45.png
,Public,Microsoft BizTalk Server 2013 R2 Developer Edition (64-bit) on Windows Server 2012 R2. This image contains the Developer edition of BizTalk Server 2013 R2. Some BizTalk Server components like accelerators require additional setup before use. Medium is the recommended size for this image.,http://go.microsoft.com/fwlink/?LinkID=296356;http://go.microsoft.com/fwlink/?LinkID=131004,BizTalkServer2013_100.png,Microsoft-BizTalk-Server-2013-R2-Developer,False,Microsoft BizTalk Server 2013 R2 Developer Edition,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;West US,127,,2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-R2-Developer-Sep-2014,Windows,,,http://go.microsoft.com/fwlink/?LinkID=131004,2014-09-23T07:00:00Z,Microsoft BizTalk Server Group,,True,BizTalkServer2013_45.png
,Public,Microsoft BizTalk Server 2013 R2 Enterprise Edition (64-bit) on Windows Server 2012 R2. This image contains the Enterprise edition of BizTalk Server 2013 R2. Some BizTalk Server components like accelerators require additional setup before use. Medium is the recommended size for this image.,http://go.microsoft.com/fwlink/?LinkID=296356;http://go.microsoft.com/fwlink/?LinkID=131004,BizTalkServer2013_100.png,Microsoft-BizTalk-Server-2013-R2-Enterprise,True,BizTalk Server 2013 R2 Enterprise,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;West US,128,,2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-R2-Enterprise-Nov-2014,Windows,,http://go.microsoft.com/fwlink/?LinkID=280328,http://go.microsoft.com/fwlink/?LinkID=131004,2014-11-03T08:00:00Z,Microsoft BizTalk Server Group,,True,BizTalkServer2013_45.png
,Public,Microsoft BizTalk Server 2013 R2 Standard Edition (64-bit) on Windows Server 2012 R2. This image contains the Standard edition of BizTalk Server 2013 R2. Some BizTalk Server components like accelerators require additional setup before use. Medium is the recommended size for this image.,http://go.microsoft.com/fwlink/?LinkID=296356;http://go.microsoft.com/fwlink/?LinkID=131004,BizTalkServer2013_100.png,Microsoft-BizTalk-Server-2013-R2-Standard,True,BizTalk Server 2013 R2 Standard,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;West US,128,,2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-R2-Standard-Nov-2014,Windows,,http://go.microsoft.com/fwlink/?LinkID=280327,http://go.microsoft.com/fwlink/?LinkID=131004,2014-11-03T08:00:00Z,Microsoft BizTalk Server Group,,True,BizTalkServer2013_45.png
,Public,This image contains the Standard edition of BizTalk Server 2013. Some BizTalk Server components like accelerators require additional setup before use. Medium is the recommended size for this image.,http://go.microsoft.com/fwlink/?LinkID=296355;http://go.microsoft.com/fwlink/?LinkID=131004,BizTalkServer2013_100.png,,True,BizTalk Server 2013 Standard on Windows Server 2012,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;West US,127,,2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-Standard,Windows,,http://go.microsoft.com/fwlink/?LinkID=280327,http://go.microsoft.com/fwlink/?LinkID=131004,,Microsoft BizTalk Server Group,,True,BizTalkServer2013_45.png
,Public,"DreamFactory is the ultimate REST API platform. It enables developers to rapidly mobilize enterprise data by streamlining the task of connecting modern front-end apps with databases and storage systems. DreamFactory handles all of the server-side software and backend integration, so that you can focus on what you do best: building great applications.  For more
information on this DreamFactory VM packaged by Bitnami visit [our website|https://bitnami.com/stack/dreamfactory|_blank], [wiki|http://wiki.bitnami.com/Applications/Bitnami_DreamFactory|_blank] and [forums|http://community.bitnami.com|_blank]. The DreamFactory VM for Microsoft Azure is developed and maintained by [Bitnami|https://bitnami.com|_blank], the leading provider of application images for the cloud. Default credentials are username: 'user@example.com' / password: 'bitnami'.",https://bitnami.com/azure/terms,dreamfactory-azure-100x100.png,DreamFactory 1.6,False,DreamFactory 1.6,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,3422a428aaf14529884165693cbb90d3__DreamFactory_1.6.10-3_-_Ubuntu_14.04,Linux,,,https://bitnami.com/privacy,2014-07-14T00:00:00Z,Bitnami,,True,dreamfactory-azure-45x45.png
,Public,"DreamFactory is the ultimate REST API platform. It enables developers to rapidly mobilize enterprise data by streamlining the task of connecting modern front-end apps with databases and storage systems. DreamFactory handles all of the server-side software and backend integration, so that you can focus on what you do best: building great applications.  For more
information on this DreamFactory VM packaged by Bitnami visit [our website|https://bitnami.com/stack/dreamfactory|_blank], [wiki|http://wiki.bitnami.com/Applications/Bitnami_DreamFactory|_blank] and [forums|http://community.bitnami.com|_blank]. The DreamFactory VM for Microsoft Azure is developed and maintained by [Bitnami|https://bitnami.com|_blank], the leading provider of application images for the cloud. Default credentials are username: 'user@example.com' / password: 'bitnami'.",https://bitnami.com/azure/terms,dreamfactory-azure-100x100.png,DreamFactory 1.7,False,DreamFactory 1.7,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,3422a428aaf14529884165693cbb90d3__DreamFactory_1.7.8-0_-_Ubuntu_14.04,Linux,,,https://bitnami.com/privacy,2014-09-30T00:00:00Z,Bitnami,,True,dreamfactory-azure-45x45.png
,Public,"eXo Platform combines collaboration, content and document management, calendaring and other productivity tools with social features to provide a complete intranet for the enterprise. Rich collaboration features such as wikis, forums, calendars and documents are smartly integrated around activity streams, social networking and workspaces. It is carefully designed to instantly engage users. It is open source and runs within the trusted security of an enterprise platform and is highly customizable to adapt to your organizational needs. This is a 30 day free evaluation of eXo Platform Express, a commercial version of eXo Platform. To continue using the image at the end of the trial period, you must purchase a license directly from eXo Platform (To learn more, visit: [http://www.exoplatform.com|http://docs.exoplatform.com/public/index.jsp?topic=%2FPLF41%2FPLFUserGuide.GettingStarted.TrialEdition.html|_blank]). For more information on eXo Platform visit: [eXo Platform Express by Bitnami|https://bitnami.com/stack/exo-platform|_blank], [wiki|http://wiki.bitnami.com/Applications/Bitnami_eXo_Platform|_blank], [eXo Platform Resource Center|http://www.exoplatform.com/company/en/resource-center|_blank], [Contact for Pricing Details|http://www.exoplatform.com/company/en/company/contact-us|_blank]. This eXo Platform Express VM is built and maintained by [Bitnami|https://bitnami.com|_blank] the leading provider of application images for the cloud. Default credentials are username: 'user' / password: 'bitnami'.",https://bitnami.com/azure/terms,exoplatform-azure-100x100.png,eXo Platform Express 4,False,eXo Platform Express 4,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,3422a428aaf14529884165693cbb90d3__eXo_Platform_Express_4.0.6-4_-_Ubuntu_14.04,Linux,,,https://bitnami.com/privacy,2014-07-14T00:00:00Z,Bitnami,,True,exoplatform-azure-45x45.png
,Public,"eXo Platform combines collaboration, content and document management, calendaring and other productivity tools with social features to provide a complete intranet for the enterprise. Rich collaboration features such as wikis, forums, calendars and documents are smartly integrated around activity streams, social networking and workspaces. It is carefully designed to instantly engage users. It is open source and runs within the trusted security of an enterprise platform and is highly customizable to adapt to your organizational needs. This is a 30 day free evaluation of eXo Platform Express, a commercial version of eXo Platform. To continue using the image at the end of the trial period, you must purchase a license directly from eXo Platform (To learn more, visit: [http://www.exoplatform.com|http://docs.exoplatform.com/public/index.jsp?topic=%2FPLF41%2FPLFUserGuide.GettingStarted.TrialEdition.html|_blank]). For more information on eXo Platform visit: [eXo Platform Express by Bitnami|https://bitnami.com/stack/exo-platform|_blank], [wiki|http://wiki.bitnami.com/Applications/Bitnami_eXo_Platform|_blank], [eXo Platform Resource Center|http://www.exoplatform.com/company/en/resource-center|_blank], [Contact for Pricing Details|http://www.exoplatform.com/company/en/company/contact-us|_blank]. This eXo Platform Express VM is built and maintained by [Bitnami|https://bitnami.com|_blank] the leading provider of application images for the cloud. Default credentials are username: 'user' / password: 'bitnami'.",https://bitnami.com/azure/terms,exoplatform-azure-100x100.png,eXo Platform Express 4,False,eXo Platform Express 4,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,30,,3422a428aaf14529884165693cbb90d3__eXo_Platform_Express_4.0.7-0_-_Ubuntu_14.04,Linux,,,https://bitnami.com/privacy,2014-09-30T00:00:00Z,Bitnami,,True,exoplatform-azure-45x45.png
,Public,"This image contains the Windows Server 2012 R2 Datacenter operating system with the Windows Server Essentials Experience role installed. The new Windows Server Essentials Experience server role on Windows Server 2012 R2 Datacenter includes features, such as Remote Web Access, that were previously available only in Windows Server Essentials. Before creating a virtual machine, you must configure a valid virtual network to use VPN connections. For more information about how to set up Windows Server Essentials Experience, see [here|http://go.microsoft.com/fwlink/?LinkId=322143].",,WindowsServer2012R2_100.png,Windows Server Essentials Experience on Windows Server 2012 R2,False,Windows Server Essentials Experience on Windows Server 2012 R2,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,127,,3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20131018-enus,Windows,,,,2013-10-18T00:00:00Z,Microsoft Windows Server Essentials Group,,True,WindowsServer2012R2_45.png
,Public,"This image contains the Windows Server 2012 R2 Datacenter operating system with the Windows Server Essentials Experience role installed. The new Windows Server Essentials Experience server role on Windows Server 2012 R2 Datacenter includes features, such as Remote Web Access, that were previously available only in Windows Server Essentials. Before creating a virtual machine, you must configure a valid virtual network to use VPN connections. For more information about how to set up Windows Server Essentials Experience, see [here|http://go.microsoft.com/fwlink/?LinkId=322143].",,WindowsServer2012R2_100.png,Windows Server Essentials Experience on Windows Server 2012 R2,False,Windows Server Essentials Experience on Windows Server 2012 R2,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,127,,3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20131127-enus,Windows,,,,2013-11-29T00:00:00Z,Microsoft Windows Server Essentials Group,,True,WindowsServer2012R2_45.png
,Public,"This image contains the Windows Server 2012 R2 Datacenter operating system with the Windows Server Essentials Experience role installed. The new Windows Server Essentials Experience server role on Windows Server 2012 R2 Datacenter includes features, such as Remote Web Access, that were previously available only in Windows Server Essentials. Before creating a virtual machine, you must configure a valid virtual network to use VPN connections. For more information about how to set up Windows Server Essentials Experience, see [here|http://go.microsoft.com/fwlink/?LinkId=322143].",,WindowsServer2012R2_100.png,Windows Server Essentials Experience on Windows Server 2012 R2,False,Windows Server Essentials Experience on Windows Server 2012 R2,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,127,,3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20131217-enus,Windows,,,,2013-12-23T00:00:00Z,Microsoft Windows Server Essentials Group,,True,WindowsServer2012R2_45.png
,Public,"This image contains the Windows Server 2012 R2 Datacenter operating system with the Windows Server Essentials Experience role installed. The new Windows Server Essentials Experience server role on Windows Server 2012 R2 Datacenter includes features, such as Remote Web Access, that were previously available only in Windows Server Essentials. Before creating a virtual machine, you must configure a valid virtual network to use VPN connections. For more information about how to set up Windows Server Essentials Experience, see [here|http://go.microsoft.com/fwlink/?LinkId=322143].",,WindowsServer2012R2_100.png,Windows Server Essentials Experience on Windows Server 2012 R2,False,Windows Server Essentials Experience on Windows Server 2012 R2,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,127,,3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20140213-enus,Windows,,,,2014-01-23T00:00:00Z,Microsoft Windows Server Essentials Group,,True,WindowsServer2012R2_45.png
,Public,"This image contains the Windows Server 2012 R2 Datacenter operating system with the Windows Server Essentials Experience role installed. The new Windows Server Essentials Experience server role on Windows Server 2012 R2 Datacenter includes features, such as Remote Web Access, that were previously available only in Windows Server Essentials. Before creating a virtual machine, you must configure a valid virtual network to use VPN connections. For more information about how to set up Windows Server Essentials Experience, see [here|http://go.microsoft.com/fwlink/?LinkId=322143].",,WindowsServer2012R2_100.png,Windows Server Essentials Experience on Windows Server 2012 R2,False,Windows Server Essentials Experience on Windows Server 2012 R2,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,127,,3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20140306-enus,Windows,,,,2014-03-05T16:00:00Z,Microsoft Windows Server Essentials Group,,True,WindowsServer2012R2_45.png
,Public,"This image contains the Windows Server 2012 R2 Datacenter operating system with the Windows Server Essentials Experience role installed. The new Windows Server Essentials Experience server role on Windows Server 2012 R2 Datacenter includes features, such as Remote Web Access, that were previously available only in Windows Server Essentials. Before creating a virtual machine, you must configure a valid virtual network to use VPN connections. For more information about how to set up Windows Server Essentials Experience, see [here|http://go.microsoft.com/fwlink/?LinkId=322143].",,WindowsServer2012R2_100.png,Windows Server Essentials Experience on Windows Server 2012 R2,False,Windows Server Essentials Experience on Windows Server 2012 R2,,East Asia;Southeast Asia;Australia East;Australia Southeast;Brazil South;North Europe;West Europe;Japan East;Japan West;Central US;East US;East US 2;North Central US;South Central US;West US,127,,3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20140327-enus,Windows,,,,2014-03-26T16:00:00Z,Microsoft Windows Server Essentials Group,,True,WindowsServer2012R2_45.png
